	path	sentence
45	SP02-OTR002-01-A-0356.wav	mgo gnyis pa'i bya thabs kyi gnas tshul 'di gang myur dmag dpon dbang 'dus kyi thos pa dang  
46	SP02-OTR002-01-A-1703.wav	btsan byol pa'i las dbang dang rgyab nas so lta byed mkhan gyi gcen po rgan pa'i mthu nus 
47	SP02-OTR002-01-B-1206.wav	'di rnams thams cad lo rgyus kyi khungs shig la rtsis rgyu med par 
48	SP02-OTR002-06-B-043.wav	nyin gcig kyang 'phro brlag tu mi gtong bar 
49	SP02-OTR002-01-A-0531.wav	de ni rgya nag dang bal yul gyi sa mtshams thog gi mtha' mtshams kyi rgyal khab mtha' ma zer  
50	SP02-OTR002-01-A-1790.wav	rgyal spyi'i gsar 'gyur brgyud lam nas gnas tshul spel bar 
51	SP02-OTR002-01-A-0203.wav	skad cha ni bod skad bshad pa dang gyon chas ni bod chas yin zhing  
52	SP02-OTR002-02-C-076.wav	dus tshod lhag ma'i nang chos gzhung mang po bod kyi skad yig tu bsgyur te 
53	SP02-OTR002-04-A-062.wav	'bad brtson chen pos lus dang srog la bsdos 
54	SP02-OTR002-01-B-0906.wav	nga'i yang mes ni bod pa'i spyi tshogs nang snyan grags chen po yod pa'i mi sna'i gras shig red 
55	SP02-OTR002-01-B-0941.wav	sprel lor dbus gtsang ru bzhir yod pa'i tsa ri rong skor yin zhing  
56	SP02-OTR002-06-A-067.wav	gzhan dang ma 'dra ba zhig tu gyur par brten 
57	SP02-OTR002-01-A-1684.wav	khong rnam pa nye khor rgyal khab tu phebs nas sku tshe'i mjug 'di bskyal gnang gi ma red 
58	SP02-OTR002-01-A-1978.wav	yang de'i bar la dmar po'i glu gzhas dang  
59	SP02-OTR002-01-A-0555.wav	brgyud gcig lam gcig gi thabs jus kyi rgyab ljongs 'og  
60	SP02-OTR002-01-B-1393.wav	de bzhin nang pa'i mchod rten 'di gus mos de la rgyus mnga' yod pa lta bu  tshor snang byung  
61	SP02-OTR002-06-A-158.wav	khro bo dpal ldan rgyun par thang chad pa'i rnam 'gyur gtan nas med par 
62	SP02-OTR002-01-A-0348.wav	brje len gyi rnam pa'i thog nas thag gcod kyi thabs lam lag bstar bya rgyu khas len byas pa 'di  
63	SP02-OTR002-01-B-0539.wav	7rgyal ba'i yang srid rgyal sa lha sar gdan 'dren zhus pa'i skabs su gzhi nas bsgron gyi yod pa brjod 'dug 
64	SP02-OTR002-03-A-028.wav	rang gzhan mang po la phan thogs pa zhig 'ong ba 'dug 
65	SP02-OTR002-01-B-0209.wav	gnas mchog tu ham 'dzul byas te mche gtsigs sder bgrad byas pa mig gis dngos su mthong pa ltar byung  
66	SP02-OTR002-02-C-033.wav	man ngag zab mo rnams bod yul du 'khyer gyi yod pa'i ltas yin ”zer ba na 
67	SP02-OTR002-01-B-1204.wav	rnam thar 'di tsho lung 'dren byed pa'i skabs gzab nan ha cang chen po byed dgos kyi yod 
68	SP02-OTR002-01-B-0182.wav	gangs rin po cher gnas mjal la skyod pa 'di dus nam yang brjed sa ma red 
69	SP02-OTR002-01-B-0417.wav	'di ni tag tag dra rgya'i dus skabs las thon pa'i ngo mtshar gyi rnam pa zhig red 
70	SP02-OTR002-01-B-0359.wav	gle mi'i 'tsho brten khongs su zhing las dang phyugs rigs spo 'tsho'i lam nas 'brog las gnyer mkhan zhig yin pa dang  
71	SP02-OTR002-01-A-1709.wav	dra ba lta bu'i 'brel lam 'di gna' snga mo nas yod pa zhig red 
72	SP02-OTR002-01-B-1486.wav	mthun sgril brjod cing mes rgyal la dga' zhen dang rgyal dar bsgrengs 'dzugs zer ba'i 'dra par dang  
73	SP02-OTR002-06-B-006.wav	yab kyi bsam par 
74	SP02-OTR002-01-A-1726.wav	rgya nag dang bal yul gyi tshong zog sna tshogs btsong gi 'dug 
75	SP02-OTR002-01-B-1484.wav	gzhung phyogs kyi dril bsgrags thog nas mthong thub rgyur 
76	SP02-OTR002-05-A-01.wav	lo tsa ba rin chen bzang po 
77	SP02-OTR002-01-B-0210.wav	gad snyigs lung pa gang bzhag ste sgrob nyams bstan nas phyin pa 'dir dngos gnas khong khro chen po yong gi 'dug 
78	SP02-OTR002-03-B-198.wav	sras dar ma mdo sde rang bzhin gyis gral mgor sdod dgos byung ba red 
79	SP02-OTR002-03-B-178.wav	bsngo ba la yon bshad dang 
80	SP02-OTR002-01-A-0211.wav	rtsa gtor btang pa'i dgon pa nang bzhin byung med 
81	SP02-OTR002-08-B-052.wav	nyung na mthu thongs zer myong 
82	SP02-OTR002-01-A-0758.wav	rgyal rgyud dor nas rab tu byung ba'i btsan po'i rgyud pa  
83	SP02-OTR002-03-A-008.wav	dka' spyad dpag med kyis rgya gar pa'i chos gzhung mang po bod yul du gdan drangs 
84	SP02-OTR002-01-A-1739.wav	red 
85	SP02-OTR002-01-A-1529.wav	sa gnas 'di ga'i lo rgyus kyi khyad chos dang mthun pa'i thog nas skyod dgos pa zhes brjod yod 
86	SP02-OTR002-01-A-0711.wav	gus mos yu khrub dra tshigs thog nas  
87	SP02-OTR002-03-B-148.wav	skas 'dzegs nas yong ba dangyum bdag med yab sras la ja 'dren par bcar ba dang gdong thug pa red 
88	SP02-OTR002-01-A-0486.wav	dus da lta yang brjed mi 'dug 
89	SP02-OTR002-03-B-091.wav	skabs shig tu sras mkhar gyi steng thog tu bla ma mar pa bzhugs 
90	SP02-OTR002-09-A-20.wav	slob sbyong mthar phyin pa na phyir mdo smad du yong ste bstan pa dang sems can gyi don byed dgos pa sogs 
91	SP02-OTR002-01-A-1860.wav	da dung bris par 
92	SP02-OTR002-01-B-0720.wav	de'i nang med pa gang yin nam 
93	SP02-OTR002-02-C-100.wav	chos la mi dga' ba'i blon po tsho'i nang khul gyi tshogs 'du zhig bsdus te 
94	SP02-OTR002-01-B-0296.wav	khyed kyis su la zhed kyi 'dug 
95	SP02-OTR002-02-C-202.wav	bod kyi yul 'dir rgya gar gyi mkhas pa tshad ldan zhig gdan 'dren zhu dgos 
96	SP02-OTR002-01-B-0439.wav	khong gi ming ni til grong stod zer red 
97	SP02-OTR002-07-A-159.wav	mi tshe'i ring gso rig la sbyangs pa byas pa'i bgres song nga tsho las kyang 
98	SP02-OTR002-03-B-199.wav	de nas rim pas chang 'thung ba sogs yum la dam bca' byas pa phal cher nyams pa na 
99	SP02-OTR002-08-B-070.wav	zhes mo 'dzin rgyu gra sgrig byed bzhin yod pa na 
100	SP02-OTR002-01-B-0321.wav	hi ma la ya'i khul la 'tsham pa'i byed thabs zhes pa 'di dra thog nas 'tshol zhib thub byung  
101	SP02-OTR002-06-A-122.wav	mi smyon pa go mi chod pa 'dis 
102	SP02-OTR002-01-A-1729.wav	kang shi fu 康师傅zer ba'i stabs bde'i thug pa 'dug 
103	SP02-OTR002-01-A-1252.wav	'di ni dus rabs bcu dgu nang  
104	SP02-OTR002-01-B-0691.wav	slob gso bskyar ma len dgos pa zer ba de red la 
105	SP02-OTR002-01-A-0616.wav	dgongs 'gal med pa zhu rgyu dang mi sger gyi bsam tshul yin par brtsis rogs gnang zhu rgyu yin 
106	SP02-OTR002-02-C-140.wav	nged blon po rnams kyis bsam blo bzhi gsum bcu gnyis btang ste zhib tu gros bsdur byas pa yin 
107	SP02-OTR002-01-B-0354.wav	don dngos thog gle mi ni mi khral dus skabs su bod la mi khral bskyal pa'i bshad srol yod cing  
108	SP02-OTR002-07-A-037.wav	nad pa mang por sman bcos srog skyob gnang gi yod par ma zad 
109	SP02-OTR002-01-A-1002.wav	yum ci la mnyes zhus pas 
110	SP02-OTR002-01-B-1246.wav	'on kyang bod pa'i mkhas pas 'di ni nor par ngos 'dzin gnang gi 'dug 
111	SP02-OTR002-01-B-1036.wav	lag rtsal mi sna bcas byed myong yod pa tshang ma mi sna dkyus ma red 
112	SP02-OTR002-06-A-144.wav	sang nyin dmag la nga phyin chog 
113	SP02-OTR002-01-A-0526.wav	bal yul gyi rgyal sa ka ta man rdur dgongs pa rdzogs pa dang  
114	SP02-OTR002-06-A-079.wav	gus pa'i nyams byed kyi 'dug 
115	SP02-OTR002-03-B-106.wav	mi de na re 
116	SP02-OTR002-01-A-1442.wav	sems 'tshab ha cang chen po yod pa ngas gsal po shes kyi yod 
117	SP02-OTR002-01-A-1634.wav	de snga byung myong med pa'i thag ring slebs thabs med pa lta bur gyur yod 
118	SP02-OTR002-01-A-1594.wav	gal te dngos gnas shes kyi med na de ni lkugs pa min na ngan pa red 
119	SP02-OTR002-01-B-1397.wav	lo ngo brgyad brgya lhag tsam gyi lo rgyus ldan pa'i rgyang grags dgon pa 'di  
120	SP02-OTR002-01-A-1138.wav	'di yang rang bzhin gyis dad ldan pa gzhi rgya chen po yod pa mtshon gyi yod la 
121	SP02-OTR002-01-A-0493.wav	tag tag red 
122	SP02-OTR002-01-A-1431.wav	dang thog gi goms srol 'di 'khrab ston la 'gyur ba btang pa 
123	SP02-OTR002-01-B-1086.wav	khong gis ngus bzhin sprul sku khyed rang rgyags tsam chags 'dug pa las 
124	SP02-OTR002-01-B-0651.wav	de yang phal cher gangs rin po che dang ma pham gyu mtshor gnas mjal du phebs pa thog mar yin sa red 
125	SP02-OTR002-01-B-1329.wav	'on kyang da lta dra rgya'i thog nas mthong pa'i nang brjod par 
126	SP02-OTR002-01-A-1738.wav	jasminegyi ja 'dug 
127	SP02-OTR002-03-A-004.wav	dgung lo bcu gsum bar khyim du bzhugs pa'i ring 
128	SP02-OTR002-01-A-1095.wav	ma shi ma chad na 
129	SP02-OTR002-01-B-0325.wav	yang na 'dems sgrug byas te phab bsgyur zhus pa yin min shes ma byung  
130	SP02-OTR002-02-C-167.wav	kho las bod phung la sbyor ba'i ngan sngags sna tshogs slob bzhin 'dug skad 
131	SP02-OTR002-02-C-019.wav	tsan dan dang sman la sogs pa'i dri bzang thams cad bod du rlung gis bskyod 
132	SP02-OTR002-01-A-1516.wav	'dzam gling mnyam 'brel rgyal tshogs kyi slob gso dang tshan rig rig gnas rtsa 'dzugs kyis  
133	SP02-OTR002-01-B-1367.wav	grib gzugs phog pa'i lam nas ston thub par 'dzam gling gis do snang bya yul du gyur yod 
134	SP02-OTR002-01-A-0462.wav	kha gtad la me mda' 'phen pa sogs kyi  
135	SP02-OTR002-08-A-186.wav	thos pa dga' na mnyam gyi byis pa lnga dang lhan du mthu slob par lam du chas 
136	SP02-OTR002-05-A-72.wav	gnas gang du sdod kyang rung 
137	SP02-OTR002-05-A-28.wav	de dus lo tsa ba rin chen bzang pos 
138	SP02-OTR002-01-B-0936.wav	'bri gung bka' rgyud ni srol rgyun thog nas zhus na  
139	SP02-OTR002-01-B-0207.wav	mtshe'u yi nang mchong ste zang zing gi sgrom steng la  
140	SP02-OTR002-03-A-005.wav	thugs gshis rtsub cing chang dang rtsod pa la dgyes pa'i rnam pa mdzad pa zhig yin yang 
141	SP02-OTR002-03-B-104.wav	de'i phyir bla ma yab sras gnyis ltad mor phebs mi thub 
142	SP02-OTR002-01-A-2004.wav	rgya nag gis skam sa'i sa mtshams thog spel ba'i las don gang rung las  
143	SP02-OTR002-01-A-1148.wav	skar ma bzhi tsam gyi brnyan par dum bu 'di'i thog nas mthong thub rgyur 
144	SP02-OTR002-01-B-0138.wav	ngas khong la 'dra par kha shas shig len pa yin 
145	SP02-OTR002-01-A-0216.wav	mi ji 'dra za yi yod pa'i skor brjod bzhin 'dug pa dang  
146	SP02-OTR002-01-A-1910.wav	rgya nag phyogs kyi 'gag sgo'i blo mthun gyis  
147	SP02-OTR002-07-A-109.wav	ta zig 
148	SP02-OTR002-03-A-056.wav	dka' tshags med par klog mthar phyin par shes kyang 
149	SP02-OTR002-01-A-0637.wav	don dngos thog gus mos tshang ma rgyus mnga' yod pa dper na 
150	SP02-OTR002-01-A-1750.wav	gus mos khong gi ming bton bya rgyur stabs bde mi 'dug 
151	SP02-OTR002-06-A-103.wav	rang 'dod med pa'i srog blu dang 
152	SP02-OTR002-02-C-098.wav	ba ro tsa na med pa'i thabs shes shig bya dgos bsams pa red 
153	SP02-OTR002-01-A-1708.wav	nyo tshong khul sogs tshang ma da lta bar phan tshun dra ba lta ba'i 'brel ba mu mthud nas yod 
154	SP02-OTR002-01-B-0486.wav	sku zhabs zla chung 'di ltar thon pa dang  
155	SP02-OTR002-02-C-118.wav	'di myur du med par ma byas na bod khams phung la sbyor nges pa 'dug 
156	SP02-OTR002-06-A-084.wav	ngas rgyun par gzhan la bsam pa bzang pos phan 'dogs byed kyi yod 
157	SP02-OTR002-03-B-098.wav	cis kyang phebs dgos”zhes nan gyis zhus pa na 
158	SP02-OTR002-03-B-209.wav	a zhang gis rta pho rog dpung dkar bya ba 
159	SP02-OTR002-01-B-1348.wav	bod kyi rdzong khag 70nang gi mtha' mtshams kyi rdzong 25yi nang yod pa'i gzhis rtse sa gnas dang lho kha sa gnas 
160	SP02-OTR002-06-B-061.wav	phan sems kyi rnam 'gyur phra mo tsam yang thon gyi med pas 
161	SP02-OTR002-01-A-0716.wav	'dzum mul mul ngang  
162	SP02-OTR002-01-A-1479.wav	ngo bstod gzhan bstun byed kyi yod la 
163	SP02-OTR002-01-A-0159.wav	bal yul gyi 'brog par bkag 'gog med par  
164	SP02-OTR002-01-A-0569.wav	nang pa sangs rgyas pa'i chos lugs dang  
165	SP02-OTR002-06-A-112.wav	zhes spro snang dang bcas phyir khyim du phyin pa red 
166	SP02-OTR002-01-A-1791.wav	gnam gshis 'gyur ldog khrod nas  
167	SP02-OTR002-01-A-0807.wav	thog mar rgya khyon chen po med pa dang  
168	SP02-OTR002-02-B-108.wav	rgyal po chen pos nga'i bu la 'di ltar byams skyong dang 
169	SP02-OTR002-01-B-0734.wav	de nas 'bri gung che tshang rin po ches thag gcod cig gnang yod pa ste 
170	SP02-OTR002-02-B-040.wav	shin tu legs mod kyang 
171	SP02-OTR002-01-A-1400.wav	de bzhin gnas ri'i lho ngos kyi gle mi'i bod mi dang btsan byol gyi chos phyogs kyi dbu khrid 
172	SP02-OTR002-01-B-0786.wav	khong gis da dung mu mthud u tshugs kyis brjod par 
173	SP02-OTR002-01-B-0426.wav	ngas sgrung 'di 'bri 'dod byung zhes gus mos brjod pa dang  
174	SP02-OTR002-01-A-1559.wav	rgya nag gi rnam pa'i rdo ring gi lding khang ha cang chen po gnyis brgyab pa dang  
175	SP02-OTR002-01-B-1107.wav	gus mos bsam yul las 'das par  
176	SP02-OTR002-01-B-1365.wav	rtsa med bzos te lo ngo nyi shu phyin pa'i rjes bamiyangyi ston pa'i sku brnyan chen po'i gras kyi gcig  
177	SP02-OTR002-03-A-123.wav	pan chen na ro pa dang thog mar mjal 
178	SP02-OTR002-04-A-063.wav	'khor nas byas shes bka' drin gzo bar bya”  
179	SP02-OTR002-01-A-1887.wav	dus mtshungs rgya nag gi phyi skyod lam yig med pa'i gus mor  
180	SP02-OTR002-01-A-0580.wav	bod brgyud nang pa sangs rgyas pa'i chos lugs kyi rig gzhung khyab khongs nang bcug rtsis byas te  
181	SP02-OTR002-01-B-1023.wav	dus de nas bzung lo bcu bzhi la slebs pa'i bstan 'dzin gyis  
182	SP02-OTR002-03-A-096.wav	nga rgya gar du chos bslab par 'gro rgyu thag cod byas yod 
183	SP02-OTR002-01-A-0502.wav	bal yul phyogs nas rgyun chad med par  
184	SP02-OTR002-01-A-1826.wav	rtsom pa pos bka' 'dri zhus par bka' lan gnang pa zhig yin pa ste 
185	SP02-OTR002-01-B-0016.wav	rjes kyi yig 'bru'i nang tshod 'dzin dka' ba'i thog nas bsam tshul bton myong yod 
186	SP02-OTR002-02-A-071.wav	nga'i bu'i ring la yang khyim tshang gi gces nor 'di rgyun 'dzin thub par yong ba 'dug”ces 'dod pa khengs pa'i nyams dang bcas bshad de 
187	SP02-OTR002-01-A-0509.wav	za 'bru go lag dbor 'dren la bkag 'gog dgos pa 
188	SP02-OTR002-02-C-103.wav	da thengs rgya gar gyi a tsa ras bshad pa'i skad cha 'di dag bden dpang btsan po yin 
189	SP02-OTR002-01-A-1621.wav	'di ni phal cher spyi lo gcig stong dgu brgya lnga bcu nga dgu lor  
190	SP02-OTR002-01-A-0993.wav	da dung rgyal ba'i bkra shis dgung la phebszhu ba'i shon gyi gzhas tshig cig  
191	SP02-OTR002-01-B-0117.wav	stabs legs pa zhig la 
192	SP02-OTR002-04-A-076.wav	nag tshos slob sbyong la 'bad brtson byed pa'i zhor du 
193	SP02-OTR002-02-A-043.wav	ya mtshar red”ces rang gis rang la kher lab kyi tshul du bshad 
194	SP02-OTR002-02-C-173.wav	khyed cag gis sngon ma nas de ltar zer yang 
195	SP02-OTR002-01-A-1548.wav	rgya nag gung bran dmar shog tshogs pa'i dar cha'i rnam pa dang 'dra ba'i gsung btus byang bu zhig kha snon byas shing  
196	SP02-OTR002-01-A-1349.wav	gdam ka'i rang bzhin thog nas dran gsos byas pa dang  
197	SP02-OTR002-01-B-0097.wav	bsam yul las 'das par da cha mngon 'gyur byed thabs med pa chags song  
198	SP02-OTR002-01-B-1098.wav	lo rgyus kyi sgrung gtam 'di'i mjug tu gus mos bris par 
199	SP02-OTR002-01-A-1468.wav	de bas skad cha bshad pa'i thob thang las kyang che ba'i thob thang zhig thob pa'i don snying zhig ldan yod 
200	SP02-OTR002-02-A-057.wav	bu chung gis a mar spre'us rang nyid la shing thog byin pa'i lo rgyus shod bzhin 
201	SP02-OTR002-03-A-057.wav	sngar bzhin spyod pa rtsub cing 'thab 'dzing la dga' ba zhig yin pas 
202	SP02-OTR002-01-B-0733.wav	smad cha 
203	SP02-OTR002-01-B-0542.wav	'bri gung skyabs mgon che tshang rin po che dang yab gnyis zhal ras 'dra po yod pa ma zad 
204	SP02-OTR002-01-A-0621.wav	gus mos gsal po rtogs thub pa byung la 
205	SP02-OTR002-01-A-1198.wav	srol rgyun brlags med pas bka' drin mi brjed pa dang  
206	SP02-OTR002-01-B-0335.wav	yul tsho gsum la dbye 'dug 
207	SP02-OTR002-02-A-069.wav	nged khyim tshang gang bo'i gces nor gtso bo de yin la 
208	SP02-OTR002-02-C-070.wav	mtshan bros te nyen kha du ma brgyud nas phyir bod du phebs pa red 
209	SP02-OTR002-02-A-050.wav	shing 'bras 'di dag yongs rdzogs da lta'i spre'u des nga la sprad byung 
210	SP02-OTR002-08-A-019.wav	mi yongs rdzogs la yar rgyas kyi nus pa dang go skabs gcig mtshungs su yod pa gsal por bstan yod pa 'di yin 
211	SP02-OTR002-01-A-1221.wav	chas gos mdzes nyams ldan pa dang  
212	SP02-OTR002-02-A-163.wav	phyi dror byis pa mang po zhig gis 
213	SP02-OTR002-08-B-051.wav	khyed ma smad rnams kyis mang na dmag drongs 
214	SP02-OTR002-03-A-088.wav	mar pa dka' spyad kyis rgya gar du phyin pa 
215	SP02-OTR002-01-A-1642.wav	sa mtshams brgal te rgya nag gi bod nang  
216	SP02-OTR002-01-B-0749.wav	ol ma 'phur 'phur gnang nas zur za'i ngang phan po byung phan po byung zer rnam 'gyur bton gnang 'dug 
217	SP02-OTR002-01-A-2014.wav	chu rags skrun te rgyug chu bkag pa der  
218	SP02-OTR002-01-B-0188.wav	de yang gtso bo khong gi spyan 'di red 
219	SP02-OTR002-01-A-0929.wav	gnas chen bzang po los kyi mjal 
220	SP02-OTR002-02-B-152.wav	shi nas ro khang rang shong tsam 
221	SP02-OTR002-01-A-1251.wav	da cha da dung slob sbyong byed dgos min shes ma song  
222	SP02-OTR002-03-B-203.wav	yum gyi bka' phal cher las 'da' ba byung 
223	SP02-OTR002-02-C-241.wav	ngas rgyal po mchog gi thugs dgongs ltar 
224	SP02-OTR002-01-A-1696.wav	'di lta bu'i btsan byol gyi las dbang 'di  
225	SP02-OTR002-05-A-36.wav	lhag par jo bo 'di 'dul khrims dang 
226	SP02-OTR002-01-B-1073.wav	bsam yul las 'das pa zhig la 
227	SP02-OTR002-01-B-1102.wav	ngan lan gyi dpe 'di 'gro ba thams cad kyi mdun mngon par gnang yod 
228	SP02-OTR002-08-C-139.wav	slob ma gzhan dag dang ma 'dra ba'i thabs shes khyad par ba zhig gis 'dul dgos par gzigs kyi yod pa red 
229	SP02-OTR002-01-A-1552.wav	snang chen bzhi dang dga' zhen bzhi 
230	SP02-OTR002-01-B-1333.wav	gna' snga mo'i zhang zhung gi rig gzhung 'di bzhin  
231	SP02-OTR002-01-A-1427.wav	'di dngos gnas byas na ngo dga'i dbang shugs dang ngo dga'i goms srol dkyus ma dang 'brel ba chags yod 
232	SP02-OTR002-01-A-1825.wav	spyi nor 7gong sa skyabs mgon chen po mchog la  
233	SP02-OTR002-01-A-1662.wav	gnas ri dang gnas mchog gi mtshe'u khul yang tshud yod 
234	SP02-OTR002-01-B-0657.wav	gus mor de las mang ba'i sgrung gtam rgyus mnga' shes rtogs yong rgyur skul ma gtong ba bzhin yong gi yod pa ste 
235	SP02-OTR002-01-A-0545.wav	rtsom sgrig pa gtso bo gyud tan ni yun nan mi rigs slob grwa chen mo'i  
236	SP02-OTR002-03-B-114.wav	nga la pha ma bzang po ni 'dzoms 
237	SP02-OTR002-06-A-002.wav	grub chen thang stong rgyal po ni 
238	SP02-OTR002-01-A-0540.wav	hi ma la ya'i khul la skor ba'i zhib 'jug gi sgyur rtsom rtsom bsdus deb dang po 
239	SP02-OTR002-01-B-0163.wav	gal te yin gcig tshig rgyan zhig sprod dgos na 
240	SP02-OTR002-01-A-0345.wav	skad sgra chen po'i skad par nang nas thengs mang btang nas yod pas 
241	SP02-OTR002-01-A-0290.wav	dang thog deb 'di klog nas hang sangs pa ni  
242	SP02-OTR002-01-B-0046.wav	yang 'di'i thog nas gus mo lam seng 'gyod pa skyes byung  
243	SP02-OTR002-01-A-1382.wav	gang yin zhe na gal te sbyangs mi thub na khral bskyal thub kyi ma red 
244	SP02-OTR002-01-A-1392.wav	sgrol dkar dbyings zhugs te  
245	SP02-OTR002-08-C-129.wav	'on kyang mar pas mi las mi mthong ba'i phag tu 
246	SP02-OTR002-01-A-1941.wav	spyi lo nyis stong nyi shu rtsa gcig lo'i zla ba bzhi pa'i nang rgya gar du nad yams glo bur du dza drag ru phyin pa dang thabs sdug gi gnas su gyar ba 
247	SP02-OTR002-01-A-0300.wav	yang dngos yod bden pa'i gnas tshul phyin bton byed pa'i deb 'di  
